District Code,District Name,BLDG. NO.,Building Name,January State FTE F&RL Count,January Membership,2023 F&RL Percentage,Community Eligiblity Provision (CEP) Participating Building,,,,,,,
058-112,BROOKFIELD R-III,3000,BROOKFIELD MIDDLE, 112.00 , 248.00 ,45.20%,,,,,,,,
058-112,BROOKFIELD R-III,4020,BROOKFIELD ELEM., 137.00 , 302.00 ,45.40%,,,,,,,,
059-113,SOUTHWEST LIVINGSTON CO. R-I,1050,SOUTHWEST LIVINGSTON CO R-1 HS, 56.00 , 83.00 ,67.50%,,,,,,,,
059-113,SOUTHWEST LIVINGSTON CO. R-I,4020,SOUTHWEST LIVINGSTON CO R-1 EL, 63.00 , 93.00 ,67.70%,,,,,,,,
059-114,LIVINGSTON CO. R-III,4020,LIVINGSTON CO. ELEM., 36.00 , 55.00 ,65.50%,,,,,,,,
059-117,CHILLICOTHE R-II,1050,CHILLICOTHE HIGH, 169.00 , 590.30 ,28.60%,,,,,,,,
059-117,CHILLICOTHE R-II,3000,CHILLICOTHE MIDDLE, 148.00 , 366.16 ,40.40%,,,,,,,,
059-117,CHILLICOTHE R-II,4020,DEWEY ELEMENTARY, 106.40 , 244.55 ,43.50%,,,,,,,,
059-117,CHILLICOTHE R-II,4040,CHILLICOTHE ELEM, 127.00 , 247.00 ,51.40%,,,,,,,,
059-117,CHILLICOTHE R-II,4060,FIELD ELEM., 115.00 , 253.00 ,45.50%,,,,,,,,
060-077,MCDONALD CO. R-I,1050,MCDONALD COUNTY HIGH, 592.00 ," 1,008.00 ",58.70%,,,,,,,,
060-077,MCDONALD CO. R-I,3000,ANDERSON MIDDLE, 145.00 , 225.88 ,64.20%,,,,,,,,
060-077,MCDONALD CO. R-I,4020,ANDERSON ELEM., 333.00 , 489.00 ,68.10%,,,,,,,,
060-077,MCDONALD CO. R-I,4040,NOEL ELEM., 302.00 , 350.00 ,86.30%,,,,,,,,
060-077,MCDONALD CO. R-I,4050,NOEL PRIMARY, 184.00 , 202.00 ,91.10%,,,,,,,,
060-077,MCDONALD CO. R-I,4060,PINEVILLE ELEM., 75.00 , 122.00 ,61.50%,,,,,,,,
060-077,MCDONALD CO. R-I,4070,PINEVILLE PRIMARY, 36.00 , 67.00 ,53.70%,,,,,,,,
060-077,MCDONALD CO. R-I,4080,ROCKY COMFORT ELEM., 97.00 , 172.00 ,56.40%,,,,,,,,
060-077,MCDONALD CO. R-I,5000,SOUTHWEST CITY ELEM., 272.00 , 333.00 ,81.70%,,,,,,,,
060-077,MCDONALD CO. R-I,5020,WHITE ROCK ELEM., 247.00 , 357.00 ,69.20%,,,,,,,,
061-150,ATLANTA C-3,1050,ATLANTA HIGH, 34.00 , 95.40 ,35.60%,,,,,,,,
061-150,ATLANTA C-3,4020,ATLANTA ELEM., 43.70 , 105.98 ,41.20%,,,,,,,,
061-151,BEVIER C-4,1050,BEVIER HIGH, 22.00 , 53.59 ,41.10%,,,,,,,,
061-151,BEVIER C-4,4020,BEVIER ELEM., 78.00 , 125.00 ,62.40%,,,,,,,,
061-154,LA PLATA R-II,1050,LA PLATA HIGH, 45.00 , 144.13 ,31.20%,,,,,,,,
061-154,LA PLATA R-II,4020,LA PLATA ELEM., 57.00 , 164.00 ,34.80%,,,,,,,,
061-156,MACON CO. R-I,1050,MACON SENIOR HIGH, 127.20 , 414.10 ,30.70%,,,,,,,,
061-156,MACON CO. R-I,3000,MACON MIDDLE SCHOOL, 111.70 , 287.72 ,38.80%,,,,,,,,
061-156,MACON CO. R-I,4020,MACON ELEMENTARY, 236.40 , 478.45 ,49.40%,,,,,,,,
061-157,CALLAO C-8,4020,CALLAO ELEM., 21.00 , 37.00 ,56.80%,,,,,,,,
061-158,MACON CO. R-IV,1050,MACON CO. HIGH, 23.00 , 51.00 ,45.10%,,,,,,,,
061-158,MACON CO. R-IV,4020,MACON CO. ELEM., 29.00 , 42.00 ,69.00%,,,,,,,,
062-070,MARQUAND-ZION R-VI,1050,MARQUAND-ZION HIGH, 57.00 , 57.00 ,100.00%,Yes,,,,,,,
062-070,MARQUAND-ZION R-VI,4020,MARQUAND ELEM., 51.00 , 51.00 ,100.00%,Yes,,,,,,,
062-072,FREDERICKTOWN R-I,1050,FREDERICKTOWN HIGH, 230.30 , 534.84 ,43.10%,,,,,,,,
062-072,FREDERICKTOWN R-I,3000,KELLY A BURLISON MIDDLE SCHOOL, 236.60 , 457.19 ,51.70%,,,,,,,,
062-072,FREDERICKTOWN R-I,4020,FREDERICKTOWN ELEM., 215.50 , 382.49 ,56.30%,,,,,,,,
062-072,FREDERICKTOWN R-I,4080,FREDERICKTOWN INTERMEDIATE, 237.30 , 410.32 ,57.80%,,,,,,,,
063-066,MARIES CO. R-I,1050,VIENNA HIGH, 71.00 , 164.00 ,43.30%,,,,,,,,
063-066,MARIES CO. R-I,3000,VIENNA MIDDLE, 41.00 , 93.14 ,44.00%,,,,,,,,
063-066,MARIES CO. R-I,4020,VIENNA ELEM., 80.00 , 187.00 ,42.80%,,,,,,,,
063-067,MARIES CO. R-II,1050,BELLE HIGH, 81.00 , 241.87 ,33.50%,,,,,,,,
063-067,MARIES CO. R-II,3000,MARIES CO. MIDDLE, 202.50 , 203.49 ,99.50%,Yes,,,,,,,
063-067,MARIES CO. R-II,4020,BELLE ELEM., 244.50 , 250.96 ,97.40%,Yes,,,,,,,
064-072,MARION CO. R-II,1050,MARION CO. HIGH, 32.00 , 104.00 ,30.80%,,,,,,,,
064-072,MARION CO. R-II,4020,MARION CO. ELEM., 40.00 , 99.00 ,40.40%,,,,,,,,
064-074,PALMYRA R-I,1050,PALMYRA HIGH, 102.00 , 369.39 ,27.60%,,,,,,,,
064-074,PALMYRA R-I,3000,PALMYRA MIDDLE, 120.00 , 331.80 ,36.20%,,,,,,,,
064-074,PALMYRA R-I,4020,PALMYRA ELEM., 124.00 , 409.06 ,30.30%,,,,,,,,
064-075,HANNIBAL 60,1050,HANNIBAL SR. HIGH, 451.30 , 982.88 ,45.90%,,,,,,,,
064-075,HANNIBAL 60,3000,HANNIBAL MIDDLE, 415.40 , 709.05 ,58.60%,,,,,,,,
064-075,HANNIBAL 60,4020,A. D. STOWELL ELEM., 155.10 , 215.16 ,72.10%,,,,,,,,
064-075,HANNIBAL 60,4060,EUGENE FIELD ELEM., 151.70 , 172.74 ,87.80%,,,,,,,,
064-075,HANNIBAL 60,4080,MARK TWAIN ELEM., 198.00 , 346.08 ,57.20%,,,,,,,,
064-075,HANNIBAL 60,4090,OAKWOOD ELEM., 109.20 , 257.08 ,42.50%,,,,,,,,
064-075,HANNIBAL 60,5010,VETERANS ELEM., 238.70 , 420.83 ,56.70%,,,,,,,,
065-096,NORTH MERCER CO. R-III,1050,MERCER HIGH, 33.00 , 63.00 ,52.40%,,,,,,,,
065-096,NORTH MERCER CO. R-III,4020,NORTH MERCER ELEM., 42.00 , 72.00 ,58.30%,,,,,,,,
065-098,PRINCETON R-V,1050,PRINCETON R-V JR.-SR. HIGH, 46.00 , 157.00 ,29.30%,,,,,,,,
065-098,PRINCETON R-V,4020,PRINCETON R-V ELEM., 62.00 , 153.00 ,40.50%,,,,,,,,
066-102,ELDON R-I,1050,ELDON HIGH, 240.00 , 567.75 ,42.30%,,,,,,,,
066-102,ELDON R-I,3000,ELDON MIDDLE, 211.00 , 415.00 ,50.80%,,,,,,,,
066-102,ELDON R-I,4020,SOUTH ELEM., 247.00 , 457.00 ,54.00%,,,,,,,,
066-102,ELDON R-I,4040,ELDON UPPER ELEM., 222.00 , 419.00 ,53.00%,,,,,,,,
066-103,MILLER CO. R-III,1050,TUSCUMBIA HIGH, 17.00 , 52.71 ,32.30%,,,,,,,,
066-103,MILLER CO. R-III,4020,MILLER CO. ELEM., 61.00 , 131.00 ,46.60%,,,,,,,,
066-104,ST. ELIZABETH R-IV,1050,ST. ELIZABETH HIGH, 21.00 , 130.00 ,16.20%,,,,,,,,
066-104,ST. ELIZABETH R-IV,4020,ST. ELIZABETH ELEM., 20.00 , 111.00 ,18.00%,,,,,,,,
066-105,SCHOOL OF THE OSAGE,1050,OSAGE HIGH, 231.00 , 661.38 ,34.90%,,,,,,,,
066-105,SCHOOL OF THE OSAGE,2050,OSAGE MIDDLE, 192.00 , 488.00 ,39.30%,,,,,,,,
066-105,SCHOOL OF THE OSAGE,3000,OSAGE UPPER ELEM., 182.00 , 435.00 ,41.80%,,,,,,,,
066-105,SCHOOL OF THE OSAGE,4020,HERITAGE ELEMENTARY, 203.00 , 392.00 ,51.80%,,,,,,,,
066-107,IBERIA R-V,1050,IBERIA HIGH, 139.00 , 322.00 ,43.20%,,,,,,,,
066-107,IBERIA R-V,4020,IBERIA ELEM., 145.00 , 345.00 ,42.00%,,,,,,,,
067-055,EAST PRAIRIE R-II,1050,EAST PRAIRIE HIGH, 299.00 , 302.00 ,99.00%,Yes,,,,,,,
067-055,EAST PRAIRIE R-II,3000,EAST PRAIRIE MIDDLE, 310.00 , 315.00 ,98.40%,Yes,,,,,,,
067-055,EAST PRAIRIE R-II,4020,EAST PRAIRIE ELEM, 355.00 , 363.00 ,97.80%,Yes,,,,,,,
067-061,CHARLESTON R-I,1050,CHARLESTON HIGH, 318.10 , 331.13 ,96.10%,Yes,,,,,,,
067-061,CHARLESTON R-I,3000,CHARLESTON UPPER ELEMENTARY, 161.00 , 181.00 ,89.00%,Yes,,,,,,,
067-061,CHARLESTON R-I,4040,WARREN E. HEARNES ELEM., 204.00 , 207.00 ,98.60%,Yes,,,,,,,
068-070,MONITEAU CO. R-I,1050,CALIFORNIA HIGH, 106.50 , 364.50 ,29.20%,,,,,,,,
068-070,MONITEAU CO. R-I,3000,CALIFORNIA MIDDLE, 171.20 , 428.21 ,40.00%,,,,,,,,
068-070,MONITEAU CO. R-I,4020,CALIFORNIA ELEM., 228.00 , 468.00 ,48.70%,,,,,,,,
068-071,HIGH POINT R-III,4020,HIGH POINT ELEM., 39.30 , 78.25 ,50.20%,,,,,,,,
068-072,MONITEAU CO. R-V,4020,LATHAM ELEM., 15.00 , 29.00 ,51.70%,,,,,,,,
068-073,TIPTON R-VI,1050,TIPTON HIGH, 63.00 , 194.00 ,32.50%,,,,,,,,
068-073,TIPTON R-VI,3000,TIPTON MIDDLE SCHOOL, 58.10 , 133.30 ,43.60%,,,,,,,,
068-073,TIPTON R-VI,4060,TIPTON ELEM., 113.00 , 241.19 ,46.90%,,,,,,,,
068-074,JAMESTOWN C-1,1050,JAMESTOWN C-I HIGH, 39.60 , 113.43 ,34.90%,,,,,,,,
068-074,JAMESTOWN C-1,4020,JAMESTOWN C-I ELEM., 30.00 , 82.00 ,36.60%,,,,,,,,
068-075,CLARKSBURG C-2,4020,CLARKSBURG ELEM., 26.00 , 51.00 ,51.00%,,,,,,,,
069-104,MIDDLE GROVE C-1,4020,MIDDLE GROVE ELEM., 15.00 , 32.00 ,46.90%,,,,,,,,
069-106,MONROE CITY R-I,1050,MONROE CITY R-I HIGH, 77.80 , 243.60 ,32.00%,,,,,,,,
069-106,MONROE CITY R-I,3000,MONROE CITY MIDDLE, 93.50 , 190.53 ,49.10%,,,,,,,,
069-106,MONROE CITY R-I,4040,MONROE CITY ELEM., 126.00 , 229.65 ,54.90%,,,,,,,,
069-107,HOLLIDAY C-2,4020,Holliday Elementary, 14.00 , 48.00 ,29.20%,,,,,,,,
069-108,MADISON C-3,1050,MADISON HIGH, 39.00 , 78.00 ,50.00%,,,,,,,,
069-108,MADISON C-3,4020,MADISON ELEM., 51.00 , 93.00 ,54.80%,,,,,,,,
069-109,PARIS R-II,1050,PARIS HIGH, 45.00 , 113.00 ,39.80%,,,,,,,,
069-109,PARIS R-II,3000,PARIS JR. HIGH, 28.00 , 69.00 ,40.60%,,,,,,,,
069-109,PARIS R-II,4020,PARIS ELEM., 96.30 , 221.25 ,43.50%,,,,,,,,
070-092,WELLSVILLE MIDDLETOWN R-I,1050,WELLSVILLE-MIDDLETOWN HS, 81.00 , 159.00 ,50.90%,,,,,,,,
070-092,WELLSVILLE MIDDLETOWN R-I,4040,WELLSVILLE-MIDDLETOWN ELEM., 66.00 , 129.00 ,51.20%,,,,,,,,
070-093,MONTGOMERY CO. R-II,1050,MONTGOMERY CO. HIGH, 143.10 , 345.27 ,41.50%,,,,,,,,
070-093,MONTGOMERY CO. R-II,3000,MONTGOMERY CO. MIDDLE, 113.60 , 234.59 ,48.40%,,,,,,,,
070-093,MONTGOMERY CO. R-II,4040,JONESBURG ELEM., 83.00 , 172.00 ,48.30%,,,,,,,,
070-093,MONTGOMERY CO. R-II,4060,MONTGOMERY CITY ELEM., 159.60 , 315.56 ,50.60%,,,,,,,,
071-091,MORGAN CO. R-I,1050,MORGAN CO. R-I HIGH, 404.00 , 404.04 ,100.00%,Yes,,,,,,,
071-091,MORGAN CO. R-I,4020,MORGAN CO. R-I ELEM., 355.20 , 355.21 ,100.00%,Yes,,,,,,,
071-092,MORGAN CO. R-II,1050,MORGAN CO. HIGH, 184.60 , 380.00 ,48.60%,,,,,,,,
071-092,MORGAN CO. R-II,3000,MORGAN CO. MIDDLE, 164.00 , 285.00 ,57.50%,,,,,,,,
071-092,MORGAN CO. R-II,4020,MORGAN CO. ELEM., 329.00 , 550.02 ,59.80%,,,,,,,,
072-066,RISCO R-II,1050,RISCO HIGH, 40.90 , 88.86 ,46.00%,,,,,,,,
072-066,RISCO R-II,4020,RISCO ELEM., 43.30 , 78.28 ,55.30%,,,,,,,,
072-068,PORTAGEVILLE,1050,PORTAGEVILLE HIGH, 193.00 , 367.00 ,52.60%,,,,,,,,
072-068,PORTAGEVILLE,4020,PORTAGEVILLE ELEM., 248.00 , 251.00 ,98.80%,Yes,,,,,,,
072-073,GIDEON 37,1050,GIDEON HIGH, 101.00 , 101.00 ,100.00%,Yes,,,,,,,
072-073,GIDEON 37,4020,GIDEON ELEM., 117.00 , 117.00 ,100.00%,Yes,,,,,,,
072-074,NEW MADRID CO. R-I,1060,CENTRAL HIGH SCHOOL, 375.70 , 375.73 ,100.00%,Yes,,,,,,,
072-074,NEW MADRID CO. R-I,3000,CENTRAL MIDDLE SCHOOL, 296.80 , 296.84 ,100.00%,Yes,,,,,,,
072-074,NEW MADRID CO. R-I,4100,LILBOURN ELEMENTARY, 207.40 , 207.39 ,100.00%,Yes,,,,,,,
072-074,NEW MADRID CO. R-I,4120,MATTHEWS ELEMENTARY, 131.50 , 131.45 ,100.00%,Yes,,,,,,,
072-074,NEW MADRID CO. R-I,4140,NEW MADRID ELEMENTARY, 261.00 , 261.00 ,100.00%,Yes,,,,,,,
073-099,EAST NEWTON CO. R-VI,1050,EAST NEWTON HIGH, 216.00 , 410.77 ,52.60%,,,,,,,,
073-099,EAST NEWTON CO. R-VI,4020,GRANBY, 350.00 , 556.50 ,62.90%,,,,,,,,
073-099,EAST NEWTON CO. R-VI,4040,TRIWAY, 317.00 , 421.00 ,75.30%,,,,,,,,
073-102,DIAMOND R-IV,1050,DIAMOND HIGH, 65.00 , 236.50 ,27.50%,,,,,,,,
073-102,DIAMOND R-IV,3000,DIAMOND MIDDLE, 61.00 , 161.00 ,37.90%,,,,,,,,
073-102,DIAMOND R-IV,4020,DIAMOND ELEM., 128.00 , 318.00 ,40.30%,,,,,,,,
073-105,WESTVIEW C-6,4020,WESTVIEW ELEM., 68.00 , 104.00 ,65.40%,,,,,,,,
073-106,SENECA R-VII,1050,SENECA HIGH, 205.00 , 457.00 ,44.90%,,,,,,,,
073-106,SENECA R-VII,3000,SENECA JUNIOR HIGH, 92.00 , 194.00 ,47.40%,,,,,,,,
073-106,SENECA R-VII,4020,SENECA ELEM., 211.50 , 427.60 ,49.50%,,,,,,,,
073-106,SENECA R-VII,4040,SENECA INTERMEDIATE SCHOOL, 152.00 , 324.00 ,46.90%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,1050,NEOSHO HIGH, 630.00 ," 1,401.34 ",45.00%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,2050,NEOSHO JR. HIGH, 417.00 , 755.06 ,55.20%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,3000,MIDDLE SCH., 424.00 , 728.00 ,58.20%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,4020,BENTON ELEM., 355.00 , 506.03 ,70.20%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,4040,CENTRAL ELEM., 110.00 , 152.00 ,72.40%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,4080,GOODMAN ELEM., 191.00 , 254.00 ,75.20%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,5020,SOUTH ELEM., 183.50 , 281.50 ,65.20%,,,,,,,,
073-108,NEOSHO SCHOOL DISTRICT,5040,GEORGE WASHINGTON CARVER ELEM., 253.00 , 543.50 ,46.60%,,,,,,,,
074-187,NODAWAY-HOLT R-VII,1050,Nodaway-Holt MS/HS, 47.60 , 89.84 ,53.00%,,,,,,,,
074-187,NODAWAY-HOLT R-VII,4020,NODAWAY-HOLT ELEM., 53.00 , 112.00 ,47.30%,,,,,,,,
074-190,WEST NODAWAY CO. R-I,1050,WEST NODAWAY HIGH, 34.00 , 94.00 ,36.20%,,,,,,,,
074-190,WEST NODAWAY CO. R-I,4020,WEST NODAWAY R-I ELEM., 51.00 , 115.00 ,44.30%,,,,,,,,
074-194,NORTHEAST NODAWAY CO. R-V,1050,NORTHEAST NODAWAY HIGH, 22.30 , 89.27 ,24.90%,,,,,,,,
074-194,NORTHEAST NODAWAY CO. R-V,4020,Northeast Nodaway Elementary, 31.00 , 103.00 ,30.10%,,,,,,,,
074-195,JEFFERSON C-123,1050,JEFFERSON HIGH, 25.00 , 58.00 ,43.10%,,,,,,,,
074-195,JEFFERSON C-123,4020,JEFFERSON ELEM., 21.00 , 69.00 ,30.40%,,,,,,,,
074-197,NORTH NODAWAY CO. R-VI,1050,NORTH NODAWAY JR.-SR. HIGH, 43.00 , 99.00 ,43.40%,,,,,,,,
074-197,NORTH NODAWAY CO. R-VI,4020,NORTH NODAWAY ELEM., 51.00 , 96.00 ,53.10%,,,,,,,,
074-201,MARYVILLE R-II,1050,MARYVILLE HIGH, 102.80 , 470.34 ,21.90%,,,,,,,,
074-201,MARYVILLE R-II,3000,MARYVILLE MIDDLE, 145.10 , 442.09 ,32.80%,,,,,,,,
074-201,MARYVILLE R-II,4020,EUGENE FIELD ELEM., 140.00 , 317.87 ,44.00%,,,,,,,,
074-201,MARYVILLE R-II,4040,EARLY CHILDHOOD CENTER, 40.20 , 82.52 ,48.70%,,,,,,,,
074-202,SOUTH NODAWAY CO. R-IV,1050,SOUTH NODAWAY HIGH, 19.00 , 64.88 ,29.30%,,,,,,,,
074-202,SOUTH NODAWAY CO. R-IV,4020,SOUTH NODAWAY ELEM., 19.00 , 90.00 ,21.10%,,,,,,,,
075-084,COUCH R-I,1050,COUCH HIGH, 36.00 , 57.00 ,63.20%,,,,,,,,
075-084,COUCH R-I,4020,COUCH ELEM., 48.00 , 75.00 ,64.00%,,,,,,,,
075-085,THAYER R-II,1050,THAYER SR. HIGH, 163.00 , 335.00 ,48.70%,,,,,,,,
075-085,THAYER R-II,4020,THAYER ELEM., 232.00 , 373.00 ,62.20%,,,,,,,,
075-086,OREGON-HOWELL R-III,1050,KOSHKONONG HIGH, 40.40 , 50.43 ,80.20%,,,,,,,,
075-086,OREGON-HOWELL R-III,4020,KOSHKONONG ELEM., 98.00 , 142.00 ,69.00%,,,,,,,,
075-087,ALTON R-IV,1050,Alton High, 193.30 , 318.19 ,60.80%,,,,,,,,
075-087,ALTON R-IV,4020,Alton Elementary, 184.00 , 253.14 ,72.70%,,,,,,,,
076-081,OSAGE CO. R-I,1050,CHAMOIS HIGH, 27.00 , 65.00 ,41.50%,,,,,,,,
076-081,OSAGE CO. R-I,4020,OSAGE CO. ELEM., 35.00 , 54.00 ,64.80%,,,,,,,,
076-082,OSAGE CO. R-II,1050,LINN HIGH, 111.00 , 336.00 ,33.00%,,,,,,,,
076-082,OSAGE CO. R-II,4020,OSAGE CO. ELEM., 116.60 , 256.54 ,45.50%,,,,,,,,
076-083,OSAGE CO. R-III,1050,FATIMA HIGH, 74.90 , 485.64 ,15.40%,,,,,,,,
076-083,OSAGE CO. R-III,4060,FATIMA ELEM., 74.20 , 262.80 ,28.20%,,,,,,,,
077-100,THORNFIELD R-I,4020,THORNFIELD ELEM., 26.00 , 49.00 ,53.10%,,,,,,,,
077-101,BAKERSFIELD R-IV,1050,BAKERSFIELD HIGH, 98.50 , 181.45 ,54.30%,,,,,,,,
077-101,BAKERSFIELD R-IV,4020,BAKERSFIELD ELEM., 81.00 , 152.00 ,53.30%,,,,,,,,
077-102,GAINESVILLE R-V,1050,GAINESVILLE HIGH, 212.00 , 301.00 ,70.40%,,,,,,,,
077-102,GAINESVILLE R-V,4020,GAINESVILLE ELEM., 222.00 , 303.00 ,73.30%,,,,,,,,
077-103,DORA R-III,1050,DORA HIGH, 9.50 , 23.94 ,39.80%,,,,,,,,
077-103,DORA R-III,4020,DORA ELEM., 31.60 , 35.91 ,88.00%,,,,,,,,
077-104,LUTIE R-VI,1050,LUTIE HIGH, 37.00 , 37.00 ,100.00%,Yes,,,,,,,
077-104,LUTIE R-VI,4020,LUTIE ELEM., 50.00 , 50.00 ,100.00%,Yes,,,,,,,
078-001,NORTH PEMISCOT CO. R-I,1050,NORTH PEMISCOT SR. HIGH, 116.00 , 116.00 ,100.00%,Yes,,,,,,,
078-001,NORTH PEMISCOT CO. R-I,4020,ROSS ELEM., 87.00 , 87.00 ,100.00%,Yes,,,,,,,
078-002,HAYTI R-II,1050,HAYTI HIGH, 225.50 , 225.50 ,100.00%,Yes,,,,,,,
078-002,HAYTI R-II,4040,MATHIS ELEMENTARY, 344.00 , 344.00 ,100.00%,Yes,,,,,,,
078-003,PEMISCOT CO. R-III,4020,PEMISCOT CO. R-III ELEM., 117.00 , 117.00 ,100.00%,Yes,,,,,,,
078-004,COOTER R-IV,1050,COOTER HIGH, 44.00 , 78.00 ,56.40%,,,,,,,,
078-004,COOTER R-IV,4020,COOTER ELEM., 23.00 , 65.00 ,35.40%,,,,,,,,
078-005,SOUTH PEMISCOT CO. R-V,1050,SOUTH PEMISCOT HIGH, 244.00 , 244.00 ,100.00%,Yes,,,,,,,
078-005,SOUTH PEMISCOT CO. R-V,4020,CENTRAL ELEMENTARY, 262.00 , 262.00 ,100.00%,Yes,,,,,,,
078-005,SOUTH PEMISCOT CO. R-V,4040,EAST ELEMENTARY, 52.00 , 52.00 ,100.00%,Yes,,,,,,,
078-009,DELTA C-7,1050,DELTA C-7 HIGH, 47.00 , 75.00 ,62.70%,,,,,,,,
078-009,DELTA C-7,4020,DELTA C-7 ELEM., 54.00 , 79.00 ,68.40%,,,,,,,,
078-012,CARUTHERSVILLE 18,1050,CARUTHERSVILLE HIGH, 251.00 , 251.00 ,100.00%,Yes,,,,,,,
078-012,CARUTHERSVILLE 18,3000,CARUTHERSVILLE MIDDLE, 191.00 , 191.00 ,100.00%,Yes,,,,,,,
078-012,CARUTHERSVILLE 18,4060,CARUTHERSVILLE ELEMENTARY, 447.00 , 447.00 ,100.00%,Yes,,,,,,,
079-077,PERRY CO. 32,1050,PERRYVILLE SR. HIGH, 220.00 , 669.99 ,32.80%,,,,,,,,
079-077,PERRY CO. 32,3000,PERRY CO. MIDDLE, 230.80 , 457.26 ,50.50%,,,,,,,,
079-077,PERRY CO. 32,4020,PERRYVILLE ELEM., 217.00 , 425.67 ,51.00%,,,,,,,,
079-077,PERRY CO. 32,4040,PERRYVILLE PRIMARY CENTER, 236.70 , 442.20 ,53.50%,,,,,,,,
079-078,ALTENBURG 48,4020,ALTENBURG ELEM., 23.00 , 66.00 ,34.80%,,,,,,,,
080-116,PETTIS CO. R-V,1050,NORTHWEST HIGH, 57.50 , 144.49 ,39.80%,,,,,,,,
080-116,PETTIS CO. R-V,4020,NORTHWEST ELEM., 75.00 , 150.00 ,50.00%,,,,,,,,
080-118,LA MONTE R-IV,1050,LA MONTE HIGH, 78.00 , 129.00 ,60.50%,,,,,,,,
080-118,LA MONTE R-IV,4020,LA MONTE ELEM., 87.00 , 147.00 ,59.20%,,,,,,,,
080-119,SMITHTON R-VI,1050,SMITHTON HIGH, 85.00 , 244.38 ,34.80%,,,,,,,,
080-119,SMITHTON R-VI,4020,SMITHTON ELEM., 145.80 , 275.76 ,52.90%,,,,,,,,
080-121,GREEN RIDGE R-VIII,1050,GREEN RIDGE HIGH, 63.00 , 176.00 ,35.80%,,,,,,,,
080-121,GREEN RIDGE R-VIII,4020,GREEN RIDGE ELEM., 90.20 , 182.40 ,49.40%,,,,,,,,
080-122,PETTIS CO. R-XII,4020,PETTIS CO. ELEM., 100.60 , 100.59 ,100.00%,Yes,,,,,,,
080-125,SEDALIA 200,1050,SMITH-COTTON HIGH SCHOOL, 770.50 ," 1,379.32 ",55.90%,,,,,,,,
080-125,SEDALIA 200,2000,SMITH COTTON JUNIOR HIGH SCHL, 698.30 ," 1,108.02 ",63.00%,,,,,,,,
080-125,SEDALIA 200,3000,SEDALIA MIDDLE SCHOOL, 239.90 , 385.04 ,62.30%,,,,,,,,
080-125,SEDALIA 200,4020,HEBER HUNT ELEM., 311.00 , 411.62 ,75.60%,,,,,,,,
080-125,SEDALIA 200,4030,PARKVIEW ELEM., 336.10 , 471.73 ,71.20%,,,,,,,,
080-125,SEDALIA 200,4040,HORACE MANN ELEM., 176.40 , 256.43 ,68.80%,,,,,,,,
080-125,SEDALIA 200,4050,SKYLINE ELEM., 242.80 , 491.51 ,49.40%,,,,,,,,
080-125,SEDALIA 200,5020,WASHINGTON ELEM., 170.70 , 202.70 ,84.20%,,,,,,,,
081-094,ST. JAMES R-I,1050,ST. JAMES HIGH, 291.60 , 551.78 ,52.80%,,,,,,,,
081-094,ST. JAMES R-I,3000,ST. JAMES MIDDLE, 206.00 , 371.00 ,55.50%,,,,,,,,
081-094,ST. JAMES R-I,4020,LUCY WORTHAM JAMES ELEM., 406.10 , 675.40 ,60.10%,,,,,,,,
081-095,NEWBURG R-II,1050,NEWBURG HIGH, 113.00 , 193.00 ,58.50%,,,,,,,,
081-095,NEWBURG R-II,4020,NEWBURG ELEM., 116.00 , 177.00 ,65.50%,,,,,,,,
081-096,ROLLA 31,1050,ROLLA SR. HIGH, 436.50 ," 1,189.31 ",36.70%,,,,,,,,
081-096,ROLLA 31,2050,ROLLA JR. HIGH, 286.60 , 613.28 ,46.70%,,,,,,,,
081-096,ROLLA 31,3000,ROLLA MIDDLE, 355.70 , 835.01 ,42.60%,,,,,,,,
081-096,ROLLA 31,4040,COL. JOHN B. WYMAN ELEM., 160.00 , 351.72 ,45.50%,,,,,,,,
081-096,ROLLA 31,4060,MARK TWAIN ELEM., 194.00 , 428.43 ,45.30%,,,,,,,,
081-096,ROLLA 31,4100,HARRY S. TRUMAN ELEM., 214.30 , 399.14 ,53.70%,,,,,,,,
081-097,PHELPS CO. R-III,4020,PHELPS CO. ELEM., 97.00 , 164.00 ,59.10%,,,,,,,,
082-100,BOWLING GREEN R-I,1050,BOWLING GREEN HIGH, 99.00 , 363.00 ,27.30%,,,,,,,,
082-100,BOWLING GREEN R-I,3000,BOWLING GREEN MIDDLE, 120.50 , 299.50 ,40.20%,,,,,,,,
082-100,BOWLING GREEN R-I,4020,BOWLING GREEN ELEM., 224.00 , 470.00 ,47.70%,,,,,,,,
082-100,BOWLING GREEN R-I,4060,FRANKFORD ELEM., 52.00 , 114.00 ,45.60%,,,,,,,,
082-101,PIKE CO. R-III,1050,CLOPTON HIGH, 79.00 , 197.55 ,40.00%,,,,,,,,
082-101,PIKE CO. R-III,4020,CLOPTON ELEM., 95.50 , 224.51 ,42.50%,,,,,,,,
